time,acc,bicycling,mixed,sit-stand,sleep,vehicle,walking,CpSB,CpLPA,CpMPA,CpVPA,CpMVPA,MET
2024-07-05 20:38:39.712000+0000 [UTC],78.25699999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:39:09.712000+0000 [UTC],37.726,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:39:39.712000+0000 [UTC],17.758,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:40:09.712000+0000 [UTC],32.221,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:40:39.712000+0000 [UTC],44.941,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:41:09.712000+0000 [UTC],19.102,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:41:39.712000+0000 [UTC],8.258,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:42:09.712000+0000 [UTC],17.132,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:42:39.712000+0000 [UTC],14.316,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:43:09.712000+0000 [UTC],5.112,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:43:39.712000+0000 [UTC],13.722,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:44:09.712000+0000 [UTC],36.943999999999996,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:44:39.712000+0000 [UTC],75.77000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:45:09.712000+0000 [UTC],124.348,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.8399999999999999
2024-07-05 20:45:39.712000+0000 [UTC],119.13300000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.8399999999999999
2024-07-05 20:46:09.712000+0000 [UTC],62.589000000000006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:46:39.712000+0000 [UTC],34.501999999999995,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:47:09.712000+0000 [UTC],44.342,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:47:39.712000+0000 [UTC],54.159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:48:09.712000+0000 [UTC],60.674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:48:39.712000+0000 [UTC],34.537,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:49:09.712000+0000 [UTC],64.393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:49:39.712000+0000 [UTC],40.21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:50:09.712000+0000 [UTC],49.423,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:50:39.712000+0000 [UTC],56.159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:51:09.712000+0000 [UTC],22.879,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:51:39.712000+0000 [UTC],9.062000000000001,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:52:09.712000+0000 [UTC],47.248,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:52:39.712000+0000 [UTC],17.725,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:53:09.712000+0000 [UTC],7.325,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:53:39.712000+0000 [UTC],17.985999999999997,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:54:09.712000+0000 [UTC],61.858999999999995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:54:39.712000+0000 [UTC],35.592,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:55:09.712000+0000 [UTC],8.920000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:55:39.712000+0000 [UTC],58.388000000000005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:56:09.712000+0000 [UTC],127.937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.8399999999999999
2024-07-05 20:56:39.712000+0000 [UTC],36.83,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:57:09.712000+0000 [UTC],49.304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:57:39.712000+0000 [UTC],64.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:58:09.712000+0000 [UTC],29.28,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:58:39.712000+0000 [UTC],115.631,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.8399999999999999
2024-07-05 20:59:09.712000+0000 [UTC],22.576999999999998,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 20:59:39.712000+0000 [UTC],20.187,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:00:09.712000+0000 [UTC],29.742,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:00:39.712000+0000 [UTC],24.188000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:01:09.712000+0000 [UTC],39.843999999999994,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:01:39.712000+0000 [UTC],35.645999999999994,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:02:09.712000+0000 [UTC],45.974000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:02:39.712000+0000 [UTC],50.076,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:03:09.712000+0000 [UTC],60.666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:03:39.712000+0000 [UTC],37.068,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:04:09.712000+0000 [UTC],33.633,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:04:39.712000+0000 [UTC],54.703,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:05:09.712000+0000 [UTC],38.817,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:05:39.712000+0000 [UTC],17.153000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:06:09.712000+0000 [UTC],48.226,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:06:39.712000+0000 [UTC],36.314,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:07:09.712000+0000 [UTC],40.586999999999996,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:07:39.712000+0000 [UTC],21.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:08:09.712000+0000 [UTC],21.065,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:08:39.712000+0000 [UTC],48.387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:09:09.712000+0000 [UTC],17.384,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:09:39.712000+0000 [UTC],18.563,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:10:09.712000+0000 [UTC],23.755,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:10:39.712000+0000 [UTC],21.769000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:11:09.712000+0000 [UTC],13.949,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:11:39.712000+0000 [UTC],41.338,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:12:09.712000+0000 [UTC],14.63,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:12:39.712000+0000 [UTC],26.759999999999998,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:13:09.712000+0000 [UTC],19.302,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:13:39.712000+0000 [UTC],65.96499999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:14:09.712000+0000 [UTC],53.311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:14:39.712000+0000 [UTC],29.252,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:15:09.712000+0000 [UTC],37.629000000000005,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:15:39.712000+0000 [UTC],36.846,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:16:09.712000+0000 [UTC],49.938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:16:39.712000+0000 [UTC],5.825,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:17:09.712000+0000 [UTC],8.828000000000001,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:17:39.712000+0000 [UTC],33.432,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:18:09.712000+0000 [UTC],23.985,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:18:39.712000+0000 [UTC],74.44099999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:19:09.712000+0000 [UTC],76.222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:19:39.712000+0000 [UTC],52.963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:20:09.712000+0000 [UTC],81.441,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:20:39.712000+0000 [UTC],102.754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:21:09.712000+0000 [UTC],91.70599999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:21:39.712000+0000 [UTC],88.589,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:22:09.712000+0000 [UTC],10.043,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.09
2024-07-05 21:22:39.712000+0000 [UTC],12.356,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.09
2024-07-05 21:23:09.712000+0000 [UTC],61.536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:23:39.712000+0000 [UTC],31.747999999999998,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.09
2024-07-05 21:24:09.712000+0000 [UTC],50.931999999999995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:24:39.712000+0000 [UTC],69.022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:25:09.712000+0000 [UTC],99.58500000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:25:39.712000+0000 [UTC],95.204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:26:09.712000+0000 [UTC],131.883,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:26:39.712000+0000 [UTC],165.685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:27:09.712000+0000 [UTC],192.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:27:39.712000+0000 [UTC],158.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:28:09.712000+0000 [UTC],169.893,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:28:39.712000+0000 [UTC],157.24099999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:29:09.712000+0000 [UTC],170.304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:29:39.712000+0000 [UTC],155.012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:30:09.712000+0000 [UTC],160.947,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:30:39.712000+0000 [UTC],212.308,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:31:09.712000+0000 [UTC],207.117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:31:39.712000+0000 [UTC],122.687,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 21:32:09.712000+0000 [UTC],99.035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:32:39.712000+0000 [UTC],85.29299999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:33:09.712000+0000 [UTC],41.281,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:33:39.712000+0000 [UTC],42.003,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:34:09.712000+0000 [UTC],22.565,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:34:39.712000+0000 [UTC],43.58,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:35:09.712000+0000 [UTC],37.457,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:35:39.712000+0000 [UTC],22.14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:36:09.712000+0000 [UTC],40.400999999999996,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:36:39.712000+0000 [UTC],42.471000000000004,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:37:09.712000+0000 [UTC],28.819999999999997,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:37:39.712000+0000 [UTC],32.535000000000004,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:38:09.712000+0000 [UTC],38.787,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:38:39.712000+0000 [UTC],20.172,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:39:09.712000+0000 [UTC],23.496,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:39:39.712000+0000 [UTC],25.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:40:09.712000+0000 [UTC],19.324,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:40:39.712000+0000 [UTC],22.582,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:41:09.712000+0000 [UTC],43.274,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:41:39.712000+0000 [UTC],102.18299999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.8399999999999999
2024-07-05 21:42:09.712000+0000 [UTC],63.696000000000005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:42:39.712000+0000 [UTC],89.408,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:43:09.712000+0000 [UTC],111.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.8399999999999999
2024-07-05 21:43:39.712000+0000 [UTC],59.692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:44:09.712000+0000 [UTC],32.342999999999996,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:44:39.712000+0000 [UTC],45.888999999999996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:45:09.712000+0000 [UTC],18.513,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:45:39.712000+0000 [UTC],26.483,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:46:09.712000+0000 [UTC],77.61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:46:39.712000+0000 [UTC],63.711000000000006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:47:09.712000+0000 [UTC],20.062,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:47:39.712000+0000 [UTC],52.172999999999995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:48:09.712000+0000 [UTC],83.40400000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:48:39.712000+0000 [UTC],46.862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:49:09.712000+0000 [UTC],25.602,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:49:39.712000+0000 [UTC],23.76,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:50:09.712000+0000 [UTC],20.820999999999998,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:50:39.712000+0000 [UTC],30.392,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:51:09.712000+0000 [UTC],34.055,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:51:39.712000+0000 [UTC],23.434,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:52:09.712000+0000 [UTC],21.160999999999998,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:52:39.712000+0000 [UTC],23.625,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:53:09.712000+0000 [UTC],42.677,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:53:39.712000+0000 [UTC],33.015,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:54:09.712000+0000 [UTC],24.729,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:54:39.712000+0000 [UTC],32.469,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:55:09.712000+0000 [UTC],25.96,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:55:39.712000+0000 [UTC],32.105000000000004,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:56:09.712000+0000 [UTC],35.995,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:56:39.712000+0000 [UTC],28.834,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:57:09.712000+0000 [UTC],9.415,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:57:39.712000+0000 [UTC],9.126999999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:58:09.712000+0000 [UTC],10.697999999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:58:39.712000+0000 [UTC],36.85,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8399999999999999
2024-07-05 21:59:09.712000+0000 [UTC],91.617,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 21:59:39.712000+0000 [UTC],143.47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 22:00:09.712000+0000 [UTC],114.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 22:00:39.712000+0000 [UTC],221.252,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 22:01:09.712000+0000 [UTC],56.335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 22:01:39.712000+0000 [UTC],131.322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 22:02:09.712000+0000 [UTC],86.56400000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 22:02:39.712000+0000 [UTC],84.217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 22:03:09.712000+0000 [UTC],97.328,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 22:03:39.712000+0000 [UTC],108.509,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 22:04:09.712000+0000 [UTC],278.152,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
