time,acc,bicycling,mixed,sit-stand,sleep,vehicle,walking,CpSB,CpLPA,CpMPA,CpVPA,CpMVPA,MET
2024-07-05 13:06:09.712000+0000 [UTC],122.111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:06:39.712000+0000 [UTC],151.85999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:07:09.712000+0000 [UTC],164.329,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:07:39.712000+0000 [UTC],183.911,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:08:09.712000+0000 [UTC],147.981,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:08:39.712000+0000 [UTC],168.76,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:09:09.712000+0000 [UTC],139.564,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:09:39.712000+0000 [UTC],111.978,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:10:09.712000+0000 [UTC],197.865,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:10:39.712000+0000 [UTC],203.809,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:11:09.712000+0000 [UTC],146.677,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:11:39.712000+0000 [UTC],71.782,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 13:12:09.712000+0000 [UTC],15.073,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.09
2024-07-05 13:12:39.712000+0000 [UTC],24.497999999999998,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.09
2024-07-05 13:13:09.712000+0000 [UTC],94.03200000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:13:39.712000+0000 [UTC],102.468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:14:09.712000+0000 [UTC],97.744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:14:39.712000+0000 [UTC],76.322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:15:09.712000+0000 [UTC],134.393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:15:39.712000+0000 [UTC],143.16799999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:16:09.712000+0000 [UTC],102.93599999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:16:39.712000+0000 [UTC],72.065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:17:09.712000+0000 [UTC],91.828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:17:39.712000+0000 [UTC],163.257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:18:09.712000+0000 [UTC],115.96900000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:18:39.712000+0000 [UTC],134.78799999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:19:09.712000+0000 [UTC],244.114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:19:39.712000+0000 [UTC],122.482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:20:09.712000+0000 [UTC],112.83999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:20:39.712000+0000 [UTC],107.595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:21:09.712000+0000 [UTC],124.016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:21:39.712000+0000 [UTC],102.162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:22:09.712000+0000 [UTC],85.369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:22:39.712000+0000 [UTC],76.05099999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:23:09.712000+0000 [UTC],63.177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:23:39.712000+0000 [UTC],98.854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:24:09.712000+0000 [UTC],142.407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:24:39.712000+0000 [UTC],82.51400000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:25:09.712000+0000 [UTC],42.34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2024-07-05 13:25:39.712000+0000 [UTC],156.364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:26:09.712000+0000 [UTC],156.691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:26:39.712000+0000 [UTC],141.696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:27:09.712000+0000 [UTC],206.83599999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:27:39.712000+0000 [UTC],212.346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:28:09.712000+0000 [UTC],112.10000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
2024-07-05 13:28:39.712000+0000 [UTC],71.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:29:09.712000+0000 [UTC],75.52000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-07-05 13:29:39.712000+0000 [UTC],77.72800000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 13:30:09.712000+0000 [UTC],109.86500000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:30:39.712000+0000 [UTC],130.65099999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.09
2024-07-05 13:31:09.712000+0000 [UTC],76.96600000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 13:31:39.712000+0000 [UTC],77.869,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 13:32:09.712000+0000 [UTC],32.301,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.09
2024-07-05 13:32:39.712000+0000 [UTC],47.098,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 13:33:09.712000+0000 [UTC],78.694,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 13:33:39.712000+0000 [UTC],19.869999999999997,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.09
2024-07-05 13:34:09.712000+0000 [UTC],58.507999999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 13:34:39.712000+0000 [UTC],49.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 13:35:09.712000+0000 [UTC],33.918,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.09
2024-07-05 13:35:39.712000+0000 [UTC],92.67200000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 13:36:09.712000+0000 [UTC],51.199,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
2024-07-05 13:36:39.712000+0000 [UTC],6.879,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:37:09.712000+0000 [UTC],5.772,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:37:39.712000+0000 [UTC],3.873,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:38:09.712000+0000 [UTC],3.8739999999999997,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:38:39.712000+0000 [UTC],2.8579999999999997,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:39:09.712000+0000 [UTC],6.827,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:39:39.712000+0000 [UTC],21.676000000000002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:40:09.712000+0000 [UTC],20.954,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:40:39.712000+0000 [UTC],4.927,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:41:09.712000+0000 [UTC],21.149,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:41:39.712000+0000 [UTC],8.685,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:42:09.712000+0000 [UTC],10.028,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:42:39.712000+0000 [UTC],3.0820000000000003,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:43:09.712000+0000 [UTC],2.181,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:43:39.712000+0000 [UTC],2.817,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:44:09.712000+0000 [UTC],3.593,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:44:39.712000+0000 [UTC],2.39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:45:09.712000+0000 [UTC],1.105,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:45:39.712000+0000 [UTC],0.767,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:46:09.712000+0000 [UTC],2.2790000000000004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:46:39.712000+0000 [UTC],1.549,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:47:09.712000+0000 [UTC],3.1270000000000002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:47:39.712000+0000 [UTC],2.4659999999999997,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:48:09.712000+0000 [UTC],51.908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:48:39.712000+0000 [UTC],20.687,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:49:09.712000+0000 [UTC],36.168,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:49:39.712000+0000 [UTC],7.684,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:50:09.712000+0000 [UTC],11.424,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:50:39.712000+0000 [UTC],8.399000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:51:09.712000+0000 [UTC],10.404,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:51:39.712000+0000 [UTC],30.849999999999998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 13:52:09.712000+0000 [UTC],34.599,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 13:52:39.712000+0000 [UTC],44.262,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 13:53:09.712000+0000 [UTC],22.526,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 13:53:39.712000+0000 [UTC],40.755,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 13:54:09.712000+0000 [UTC],32.332,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 13:54:39.712000+0000 [UTC],110.311,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.5475609756097564
2024-07-05 13:55:09.712000+0000 [UTC],45.712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 13:55:39.712000+0000 [UTC],42.957,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 13:56:09.712000+0000 [UTC],79.803,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 13:56:39.712000+0000 [UTC],51.058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 13:57:09.712000+0000 [UTC],35.791999999999994,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 13:57:39.712000+0000 [UTC],6.684,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:58:09.712000+0000 [UTC],15.291,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:58:39.712000+0000 [UTC],6.801,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:59:09.712000+0000 [UTC],14.395,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 13:59:39.712000+0000 [UTC],9.700999999999999,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:00:09.712000+0000 [UTC],5.433999999999999,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:00:39.712000+0000 [UTC],14.087,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:01:09.712000+0000 [UTC],10.192,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:01:39.712000+0000 [UTC],7.517,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:02:09.712000+0000 [UTC],10.078999999999999,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:02:39.712000+0000 [UTC],5.758,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:03:09.712000+0000 [UTC],13.205,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:03:39.712000+0000 [UTC],8.503,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:04:09.712000+0000 [UTC],9.704,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:04:39.712000+0000 [UTC],9.238,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:05:09.712000+0000 [UTC],9.963,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:05:39.712000+0000 [UTC],8.538,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:06:09.712000+0000 [UTC],8.751,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:06:39.712000+0000 [UTC],11.065,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:07:09.712000+0000 [UTC],15.17,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:07:39.712000+0000 [UTC],12.311,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:08:09.712000+0000 [UTC],15.677,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:08:39.712000+0000 [UTC],15.417,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:09:09.712000+0000 [UTC],3.232,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:09:39.712000+0000 [UTC],16.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:10:09.712000+0000 [UTC],2.2529999999999997,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:10:39.712000+0000 [UTC],14.834,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:11:09.712000+0000 [UTC],15.855999999999998,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:11:39.712000+0000 [UTC],8.102,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:12:09.712000+0000 [UTC],20.229,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:12:39.712000+0000 [UTC],13.886000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:13:09.712000+0000 [UTC],23.612000000000002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:13:39.712000+0000 [UTC],16.864,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:14:09.712000+0000 [UTC],24.752,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:14:39.712000+0000 [UTC],12.923,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:15:09.712000+0000 [UTC],6.008,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:15:39.712000+0000 [UTC],39.293,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:16:09.712000+0000 [UTC],5.248,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:16:39.712000+0000 [UTC],7.52,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:17:09.712000+0000 [UTC],18.433,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:17:39.712000+0000 [UTC],23.698,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:18:09.712000+0000 [UTC],20.564,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.711340206185567
2024-07-05 14:18:39.712000+0000 [UTC],29.246000000000002,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:19:09.712000+0000 [UTC],29.269,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:19:39.712000+0000 [UTC],25.828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:20:09.712000+0000 [UTC],36.122,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:20:39.712000+0000 [UTC],21.108999999999998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:21:09.712000+0000 [UTC],36.793,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:21:39.712000+0000 [UTC],34.283,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:22:09.712000+0000 [UTC],28.524,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:22:39.712000+0000 [UTC],42.985,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:23:09.712000+0000 [UTC],44.524,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:23:39.712000+0000 [UTC],38.644999999999996,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:24:09.712000+0000 [UTC],28.296000000000003,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:24:39.712000+0000 [UTC],66.72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:25:09.712000+0000 [UTC],79.531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:25:39.712000+0000 [UTC],58.662,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:26:09.712000+0000 [UTC],25.773999999999997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:26:39.712000+0000 [UTC],63.672999999999995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:27:09.712000+0000 [UTC],78.957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:27:39.712000+0000 [UTC],41.37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:28:09.712000+0000 [UTC],18.324,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:28:39.712000+0000 [UTC],24.171000000000003,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:29:09.712000+0000 [UTC],26.604,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:29:39.712000+0000 [UTC],54.337999999999994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:30:09.712000+0000 [UTC],80.696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:30:39.712000+0000 [UTC],82.451,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:31:09.712000+0000 [UTC],108.482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.5475609756097564
2024-07-05 14:31:39.712000+0000 [UTC],154.92700000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.5475609756097564
2024-07-05 14:32:09.712000+0000 [UTC],87.462,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
2024-07-05 14:32:39.712000+0000 [UTC],68.323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5475609756097564
